Workers,Time (s),Speedup,Efficiency (%)
1,3.7538909912109375,1.0,100.0
2,2.456051826477051,1.5284249911759806,76.42124955879903
4,3.565627336502075,1.0527995881065775,26.319989702664436
8,6.706776142120361,0.5597161604418985,6.996452005523731
